loss,acc,val_loss,val_acc
3.644944123651498,0.09173172756881016,3.4610700093782865,0.14759615384615385
3.4578144677057616,0.14187707640601946,3.3418682208428017,0.19237179492528622
3.335785742217916,0.17954734215308663,3.2025616535773644,0.23762820523518782
3.2119970527598234,0.22098421921761724,3.1108593170459455,0.2564423079674061
3.09640226886914,0.25549833887439233,3.0361871682680572,0.2729166668194991
3.005686196773947,0.285398671100306,2.893141354047335,0.324839743742576
2.9204970657627447,0.30764534881344663,2.8624289696033185,0.3252564104703756
2.844965651977894,0.3360340531383242,2.815863161820632,0.3512179489319141
2.773179434462639,0.3574169434582276,2.735969671836266,0.3720192313194275
2.7175721631097636,0.3766403653692961,2.6692189656771146,0.39221153901173517
2.6492867121268744,0.4001951827064305,2.571443062562209,0.4283333338223971
2.5881612506815763,0.4226744184858379,2.545189776787391,0.44112179508576027
2.5461964987441155,0.4333264118809241,2.652537415577815,0.40705128220411446
2.5066429523138507,0.45302325576246777,2.528845941103422,0.4407051283579606
2.447950764747949,0.4751661128776018,2.4874860506791334,0.4608333335472987
2.402035731413832,0.4873712624228278,2.456813694880559,0.45615384670404285
2.3511464480941875,0.5174044849864669,2.4552447319030763,0.49317307747327366
2.3280865746083053,0.5202823919909341,2.343541644169734,0.5018269236271198
2.279444852144615,0.5432848837288511,2.3866630719258235,0.5163141030531663
2.2637145032122286,0.5460132889177316,2.316223513163053,0.5129487184377817
2.196129569975641,0.5734219267914857,2.583306250205407,0.4637820514348837
2.1638383916842185,0.5856146178768322,2.287667448704059,0.5325961543963506
2.1369126179685622,0.5868313953131933,2.2729386182931752,0.5456410261300894
2.101501173751299,0.6139119600140771,2.269233120404757,0.5553205132484436
2.057334541086343,0.6256893687073971,2.2865630626678466,0.5282051283579606
2.030676004498504,0.6375083056003152,2.2804398940159722,0.5524358978638282
1.9967310935555898,0.6489285713810461,2.324153049175556,0.5264102568993202
1.967952824114169,0.6634925249407062,2.187322836655837,0.5725641030531663
1.9319532745304298,0.6766777408875501,2.1871308473440316,0.5836858978638282
1.8976608249436184,0.6844933553787561,2.0640057196983923,0.6158333338223971
1.8846489444523555,0.6922799002292545,2.1599677617733297,0.5894551286330589
1.8569351830751792,0.7013122922558325,2.1217552386797394,0.5859615390117352
1.8046728713171822,0.7220764118571614,2.173354174540593,0.5746153849821825
1.7836045331733172,0.7332308969624415,2.0188726883668164,0.6448076926744901
1.769497424265079,0.7436877075223828,2.0942610318844137,0.6149358978638282
1.707055779786601,0.7651910298686487,2.1148669811395497,0.5957692311360285
1.7173158520479932,0.7627450166350583,2.0710575598936813,0.6250961542129516
1.6886142686355945,0.7699501660971151,1.9545600652694701,0.6606089747869052
1.6618560695172941,0.785112126127034,2.029292022264921,0.6380128209407513
1.6362184313840644,0.7945265779859599,2.0872513367579533,0.6061538467040428
1.6114829145000622,0.8028612956652214,2.0899720503733707,0.6130128209407513
1.5923063953057477,0.8071802325819022,2.0501359169299787,0.6303205132484436
1.5634777003348468,0.823463454991084,1.9922134509453406,0.645705128633059
1.5438324902144778,0.8331935215630009,2.0114197437579815,0.6393910261300894
1.5270354292321442,0.8377325580365634,1.9437832098740797,0.6711858978638282
1.5069837427614534,0.8471470098954894,1.9088748730145968,0.6793589747869051
1.4960993128361495,0.8494642856113143,2.0025804666372444,0.6547756415147048
