loss,acc,val_loss,val_acc
3.573606244749405,0.08338039865921502,3.3205428783710187,0.13509615384615384
3.275563588570123,0.1475705979670401,3.1460386936481184,0.16846153873663683
3.120499982390293,0.17443106311104226,3.073695975083571,0.1842628206198032
3.0156680214840708,0.19589285713394616,2.9617773679586556,0.20211538489048297
2.91434937774937,0.20794850498734915,2.8322143077850344,0.23535256431652948
2.831578890746614,0.23221345513167968,2.736310181250939,0.26413461565971375
2.764467789089165,0.2457848836813258,2.63527496778048,0.2838461541212522
2.7024714685357685,0.25637458467800356,2.6059938008968646,0.2916666668194991
2.6682473567633136,0.26485880397482964,2.5950293174156775,0.28288461565971373
2.616681571814705,0.2767358803471854,2.6206576072252714,0.2758012822041145
2.5645692007882253,0.2922342191898942,2.460180766765888,0.31756410277806796
2.5392310278756276,0.3001411960172495,2.511750309283917,0.31461538489048296
2.512034849471032,0.30442691027524066,2.427456518319937,0.32429487200883717
2.460293898550775,0.3128654484534977,2.4303471180108875,0.3277243591271914
2.441133419144589,0.32344269099029593,2.3576160962765034,0.3478525643165295
2.4249004731542643,0.3264368770526493,2.3342246752518876,0.3431089745118068
2.3937865764991786,0.3300415282431631,2.3458965374873233,0.3421474360502683
2.358412414690189,0.34393687699720316,2.270564497434176,0.35746794893191414
2.348394345603512,0.3434800664055783,2.292762488585252,0.35794871816268337
2.3195364598023933,0.35620431894083754,2.2247899990815383,0.37532051297334523
2.299359271296631,0.35610049834283086,2.284907009051396,0.3497756412396064
2.2876573365392083,0.3543646179164367,2.2900561791199903,0.35746794893191414
2.2687692939245028,0.36568106309916093,2.2539894544161285,0.36961538516558134
2.2473467097329936,0.3670764119423109,2.246118503350478,0.3622756412396064
2.236974052416526,0.3698629567591455,2.2011654945520256,0.38301282066565295
2.2185837996758497,0.37710132887989184,2.2179861270464385,0.3685256412396064
2.207167873350885,0.3781561461397976,2.1036622762680053,0.41618589758872987
2.1847928829763417,0.37785714280565713,2.1433805080560537,0.4069871797011449
2.170264257545091,0.38693521595080427,2.2069873663095327,0.38301282066565295
2.1478596929695914,0.3964991694272951,2.0791628305728618,0.4200320514348837
2.1456541464574315,0.3952076411326462,2.096018075942993,0.41083333354729873
2.1302180044674794,0.3967815613825852,2.2305079331764808,0.3795192310443291
2.096203786986215,0.40553156145387315,2.216107705923227,0.38487179508576025
2.0935957309019524,0.4057267441900069,2.1017585809414205,0.4148717953608586
2.069950774658558,0.4139410298924113,2.046592230063218,0.4262820514348837
2.0744956597141253,0.41443106304371474,2.096294171993549,0.41673076978096596
2.062521849755829,0.41340946844249865,2.0508280148872964,0.4219551283579606
2.0433443151043105,0.42431063123319634,2.1288489250036386,0.40362179508576024
2.030426540644066,0.4195348837248907,2.197447503530062,0.38487179508576025
2.0107796627817756,0.4264576411326462,2.0157771330613357,0.4387820514348837
2.003535284552463,0.4264576411326462,2.0092386685884915,0.4402243591271914
1.9920035984825057,0.43213870428329293,2.038062440432035,0.42923076978096597
